Gene,Target,Evidence,FileLayer
LOC_Os01g07120,LOC_Os08g13500,motif,merged
LOC_Os01g07120,LOC_Os12g08010,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os01g54350,motif,merged
LOC_Os01g07120,LOC_Os03g57510,motif,merged
LOC_Os01g07120,LOC_Os01g62040,motif,merged
LOC_Os01g07120,LOC_Os08g43690,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os07g34150,motif,merged
LOC_Os01g07120,LOC_Os01g51890,motif,merged
LOC_Os01g07120,LOC_Os02g20880,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os01g47480,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g19850,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os09g26760,motif,merged
LOC_Os01g07120,LOC_Os02g34570,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g42660,motif,merged
LOC_Os01g07120,LOC_Os11g43630,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g29250,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g01980,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g09010,motif,merged
LOC_Os01g07120,LOC_Os04g53340,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g63940,motif,merged
LOC_Os01g07120,LOC_Os04g34850,motif,merged
LOC_Os01g07120,LOC_Os04g51800,motif,merged
LOC_Os01g07120,LOC_Os08g10930,motif,merged
LOC_Os01g07120,LOC_Os02g49660,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g16390,motif,merged
LOC_Os01g07120,LOC_Os10g01250,motif,merged
LOC_Os01g07120,LOC_Os01g09830,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g26220,motif,merged
LOC_Os01g07120,LOC_Os06g23300,motif,merged
LOC_Os01g07120,LOC_Os10g12320,motif,merged
LOC_Os01g07120,LOC_Os11g32470,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g41920,motif,merged
LOC_Os01g07120,LOC_Os12g04860,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g36370,motif,merged
LOC_Os01g07120,LOC_Os12g03920,motif,merged
LOC_Os01g07120,LOC_Os11g37810,motif,merged
LOC_Os01g07120,LOC_Os06g33210,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g60780,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g64980,motif,merged
LOC_Os01g07120,LOC_Os01g54390,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g42590,motif,merged
LOC_Os01g07120,LOC_Os12g39840,motif,merged
LOC_Os01g07120,LOC_Os10g40900,motif,merged
LOC_Os01g07120,LOC_Os03g20180,motif,merged
LOC_Os01g07120,LOC_Os08g17560,motif,merged
LOC_Os01g07120,LOC_Os01g71980,motif,merged
LOC_Os01g07120,LOC_Os08g03280,motif,merged
LOC_Os01g07120,LOC_Os11g08500,motif,merged
LOC_Os01g07120,LOC_Os07g31090,motif,merged
LOC_Os01g07120,LOC_Os10g15279,motif,merged
LOC_Os01g07120,LOC_Os02g30050,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g03000,motif,merged
LOC_Os01g07120,LOC_Os05g34700,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g03540,motif,merged
LOC_Os01g07120,LOC_Os06g17130,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g49080,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g11660,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os02g35720,motif,merged
LOC_Os01g07120,LOC_Os06g06950,motif,merged
LOC_Os01g07120,LOC_Os02g57870,motif,merged
LOC_Os01g07120,LOC_Os05g34890,motif,merged
LOC_Os01g07120,LOC_Os10g35730,motif,merged
LOC_Os01g07120,LOC_Os08g10790,motif,merged
LOC_Os01g07120,LOC_Os08g15290,motif,merged
LOC_Os01g07120,LOC_Os03g19030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g29610,motif,merged
LOC_Os01g07120,LOC_Os07g28190,motif,merged
LOC_Os01g07120,LOC_Os01g47262,motif,merged
LOC_Os01g07120,LOC_Os09g19880,motif_CE,motif_CE
LOC_Os01g07120,ChrUn.fgenesh.gene.73,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g30230,motif,merged
LOC_Os01g07120,LOC_Os05g48290,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g03790,motif,merged
LOC_Os01g07120,LOC_Os12g16860,motif,merged
LOC_Os01g07120,LOC_Os03g46200,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g06000,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g49920,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g39700,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g02830,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g01310,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os08g05540,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g03550,motif,merged
LOC_Os01g07120,LOC_Os03g27460,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g07450,motif,merged
LOC_Os01g07120,LOC_Os06g47880,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g53080,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g30210,motif,merged
LOC_Os01g07120,LOC_Os02g25930,motif,merged
LOC_Os01g07120,LOC_Os04g41875,motif,merged
LOC_Os01g07120,LOC_Os07g28800,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g08530,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os04g58870,motif,merged
LOC_Os01g07120,LOC_Os01g15300,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os04g58450,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os05g04210,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g34000,motif,merged
LOC_Os01g07120,LOC_Os09g19420,motif,merged
LOC_Os01g07120,LOC_Os01g47850,motif,merged
LOC_Os01g07120,LOC_Os06g01620,motif,merged
LOC_Os01g07120,LOC_Os05g39500,motif,merged
LOC_Os01g07120,LOC_Os06g39880,motif,merged
LOC_Os01g07120,LOC_Os04g24370,motif,merged
LOC_Os01g07120,LOC_Os09g16990,motif,merged
LOC_Os01g07120,LOC_Os04g45620,motif,merged
LOC_Os01g07120,LOC_Os06g22170,motif,merged
LOC_Os01g07120,LOC_Os03g60530,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os11g13580,motif,merged
LOC_Os01g07120,LOC_Os02g55090,motif,merged
LOC_Os01g07120,LOC_Os07g07220,motif,merged
LOC_Os01g07120,LOC_Os05g37730,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g44030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os08g07300,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g13230,motif,merged
LOC_Os01g07120,LOC_Os08g29370,motif,merged
LOC_Os01g07120,LOC_Os12g01540,motif,merged
LOC_Os01g07120,LOC_Os01g34530,motif,merged
LOC_Os01g07120,LOC_Os03g07700,motif,merged
LOC_Os01g07120,LOC_Os02g43480,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g08780,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g07480,motif,merged
LOC_Os01g07120,LOC_Os01g51634,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g32980,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os06g48660,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g52170,motif,merged
LOC_Os01g07120,LOC_Os12g10180,motif,merged
LOC_Os01g07120,LOC_Os03g53730,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g35470,motif,merged
LOC_Os01g07120,LOC_Os08g15960,motif,merged
LOC_Os01g07120,LOC_Os06g09840,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os10g11770,motif,merged
LOC_Os01g07120,LOC_Os01g06800,motif,merged
LOC_Os01g07120,LOC_Os11g22200,motif,merged
LOC_Os01g07120,LOC_Os04g33650,motif,merged
LOC_Os01g07120,LOC_Os06g42340,motif,merged
LOC_Os01g07120,LOC_Os03g48225,motif,merged
LOC_Os01g07120,LOC_Os07g38260,motif,merged
LOC_Os01g07120,LOC_Os05g27810,motif,merged
LOC_Os01g07120,LOC_Os10g35800,motif,merged
LOC_Os01g07120,LOC_Os05g18160,motif,merged
LOC_Os01g07120,LOC_Os09g05040,motif,merged
LOC_Os01g07120,LOC_Os06g23620,motif,merged
LOC_Os01g07120,LOC_Os03g12040,motif,merged
LOC_Os01g07120,LOC_Os11g35870,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g46610,motif,merged
LOC_Os01g07120,LOC_Os01g06440,motif,merged
LOC_Os01g07120,LOC_Os12g38310,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g45190,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g34860,motif,merged
LOC_Os01g07120,LOC_Os02g43870,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g49490,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g22400,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g21130,motif,merged
LOC_Os01g07120,LOC_Os04g11330,motif,merged
LOC_Os01g07120,LOC_Os03g29740,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g66200,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g19680,motif,merged
LOC_Os01g07120,LOC_Os07g08890,motif,merged
LOC_Os01g07120,LOC_Os05g23070,motif,merged
LOC_Os01g07120,LOC_Os02g30480,motif,merged
LOC_Os01g07120,LOC_Os05g07850,motif,merged
LOC_Os01g07120,LOC_Os12g32986,motif,merged
LOC_Os01g07120,LOC_Os03g51200,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g07670,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g04030,motif,merged
LOC_Os01g07120,LOC_Os04g29440,motif,merged
LOC_Os01g07120,LOC_Os10g40555,motif,merged
LOC_Os01g07120,LOC_Os12g32820,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g28480,motif,merged
LOC_Os01g07120,LOC_Os11g32470,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g16680,motif,merged
LOC_Os01g07120,LOC_Os02g06510,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g08414,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g09914,motif,merged
LOC_Os01g07120,LOC_Os06g46400,motif,merged
LOC_Os01g07120,LOC_Os08g07670,motif,merged
LOC_Os01g07120,LOC_Os03g47380,motif,merged
LOC_Os01g07120,LOC_Os03g38790,motif,merged
LOC_Os01g07120,LOC_Os12g35490,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g50120,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g13120,motif,merged
LOC_Os01g07120,LOC_Os06g44240,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g13010,motif,merged
LOC_Os01g07120,LOC_Os04g48710,motif,merged
LOC_Os01g07120,LOC_Os01g57900,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g04508,motif,merged
LOC_Os01g07120,LOC_Os11g17350,motif,merged
LOC_Os01g07120,LOC_Os02g44470,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g03340,motif,merged
LOC_Os01g07120,LOC_Os05g24760,motif,merged
LOC_Os01g07120,LOC_Os02g30600,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g12780,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g14330,motif,merged
LOC_Os01g07120,LOC_Os02g30350,motif,merged
LOC_Os01g07120,LOC_Os11g22760,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g17260,motif,merged
LOC_Os01g07120,LOC_Os03g19030,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g06940,motif,merged
LOC_Os01g07120,LOC_Os06g44000,motif,merged
LOC_Os01g07120,LOC_Os10g38386,motif,merged
LOC_Os01g07120,LOC_Os05g05370,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g44650,motif,merged
LOC_Os01g07120,LOC_Os05g48290,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g40810,motif,merged
LOC_Os01g07120,LOC_Os01g62640,motif,merged
LOC_Os01g07120,LOC_Os11g01410,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g42440,motif,merged
LOC_Os01g07120,LOC_Os04g39700,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g61380,motif,merged
LOC_Os01g07120,LOC_Os03g53450,motif,merged
LOC_Os01g07120,LOC_Os01g21520,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g37570,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g08410,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g51140,motif,merged
LOC_Os01g07120,LOC_Os03g20750,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g12654,motif,merged
LOC_Os01g07120,LOC_Os04g08550,motif,merged
LOC_Os01g07120,LOC_Os01g03650,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g28260,motif,merged
LOC_Os01g07120,LOC_Os05g32180,motif,merged
LOC_Os01g07120,LOC_Os06g47030,motif,merged
LOC_Os01g07120,LOC_Os02g11850,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g04210,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g30120,motif,merged
LOC_Os01g07120,LOC_Os08g23440,motif,merged
LOC_Os01g07120,LOC_Os05g48220,motif,merged
LOC_Os01g07120,LOC_Os08g22380,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g03380,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os12g39470,motif,merged
LOC_Os01g07120,LOC_Os05g44030,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g07300,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g56990,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g19340,motif,merged
LOC_Os01g07120,LOC_Os06g38170,motif,merged
LOC_Os01g07120,LOC_Os03g18370,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g45800,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os01g19230,motif,merged
LOC_Os01g07120,LOC_Os07g30310,motif,merged
LOC_Os01g07120,LOC_Os01g31920,motif,merged
LOC_Os01g07120,LOC_Os05g38670,motif,merged
LOC_Os01g07120,LOC_Os07g41320,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g29190,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os01g13030,motif,merged
LOC_Os01g07120,LOC_Os02g46980,motif,merged
LOC_Os01g07120,LOC_Os03g58180,motif,merged
LOC_Os01g07120,LOC_Os04g47200,motif,merged
LOC_Os01g07120,LOC_Os06g35910,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g59460,motif,merged
LOC_Os01g07120,LOC_Os08g02300,motif,merged
LOC_Os01g07120,LOC_Os11g35870,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g05820,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g05950,motif,merged
LOC_Os01g07120,LOC_Os08g29610,motif,merged
LOC_Os01g07120,LOC_Os02g01160,motif,merged
LOC_Os01g07120,LOC_Os03g40930,motif,merged
LOC_Os01g07120,LOC_Os02g19050,motif,merged
LOC_Os01g07120,LOC_Os10g32100,motif,merged
LOC_Os01g07120,LOC_Os04g46079,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g15570,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os01g21390,motif,merged
LOC_Os01g07120,LOC_Os01g66200,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g10110,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g18850,motif,merged
LOC_Os01g07120,LOC_Os05g03150,motif,merged
LOC_Os01g07120,LOC_Os10g20570,motif,merged
LOC_Os01g07120,LOC_Os12g01350,motif,merged
LOC_Os01g07120,LOC_Os03g15060,motif,merged
LOC_Os01g07120,LOC_Os03g21940,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g42330,motif,merged
LOC_Os01g07120,LOC_Os02g33980,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os10g21390,motif,merged
LOC_Os01g07120,LOC_Os01g67570,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g13930,motif,merged
LOC_Os01g07120,LOC_Os03g57060,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os05g08414,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g06830,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os02g16670,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g25420,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g06190,motif,merged
LOC_Os01g07120,LOC_Os08g20750,motif,merged
LOC_Os01g07120,LOC_Os12g23930,motif,merged
LOC_Os01g07120,LOC_Os11g11180,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g19940,motif,merged
LOC_Os01g07120,LOC_Os12g01750,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os06g44240,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g59880,motif,merged
LOC_Os01g07120,LOC_Os06g29490,motif,merged
LOC_Os01g07120,LOC_Os11g02200,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g06650,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g27490,motif,merged
LOC_Os01g07120,LOC_Os11g11390,motif,merged
LOC_Os01g07120,LOC_Os05g07290,motif,merged
LOC_Os01g07120,LOC_Os05g02050,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g45350,motif,merged
LOC_Os01g07120,LOC_Os11g09610,motif,merged
LOC_Os01g07120,LOC_Os02g16460,motif,merged
LOC_Os01g07120,LOC_Os02g02730,motif,merged
LOC_Os01g07120,LOC_Os01g05585,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os02g09800,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g42500,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g12620,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g51750,motif,merged
LOC_Os01g07120,LOC_Os12g06570,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g14860,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os04g51630,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g42800,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g11350,motif,merged
LOC_Os01g07120,LOC_Os10g29040,motif,merged
LOC_Os01g07120,LOC_Os03g22570,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g01410,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g38110,motif,merged
LOC_Os01g07120,LOC_Os01g05840,motif,merged
LOC_Os01g07120,LOC_Os06g11370,motif,merged
LOC_Os01g07120,LOC_Os08g41380,motif,merged
LOC_Os01g07120,LOC_Os04g45440,motif,merged
LOC_Os01g07120,LOC_Os06g43820,motif,merged
LOC_Os01g07120,LOC_Os09g14960,motif,merged
LOC_Os01g07120,LOC_Os09g02570,motif,merged
LOC_Os01g07120,LOC_Os03g58780,motif,merged
LOC_Os01g07120,LOC_Os01g61690,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g37570,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g02950,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g59030,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g56700,motif,merged
LOC_Os01g07120,LOC_Os01g56080,motif,merged
LOC_Os01g07120,LOC_Os03g20750,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g45990,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os08g05540,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g24320,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g03650,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g31370,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os10g25670,motif,merged
LOC_Os01g07120,LOC_Os02g05730,motif,merged
LOC_Os01g07120,LOC_Os04g40080,motif,merged
LOC_Os01g07120,LOC_Os05g16450,motif,merged
LOC_Os01g07120,LOC_Os03g58070,motif,merged
LOC_Os01g07120,LOC_Os04g13010,motif,merged
LOC_Os01g07120,LOC_Os11g05500,motif,merged
LOC_Os01g07120,LOC_Os01g71220,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os06g02710,motif,merged
LOC_Os01g07120,LOC_Os02g49130,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os01g72205,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g15190,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os04g59494,motif,merged
LOC_Os01g07120,LOC_Os02g36360,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g37740,motif,merged
LOC_Os01g07120,LOC_Os09g21470,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os05g43720,motif,merged
LOC_Os01g07120,LOC_Os05g02400,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g32750,motif,merged
LOC_Os01g07120,LOC_Os12g09640,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g06800,motif,merged
LOC_Os01g07120,LOC_Os09g27270,motif,merged
LOC_Os01g07120,LOC_Os05g37884,motif,merged
LOC_Os01g07120,LOC_Os05g16380,motif,merged
LOC_Os01g07120,LOC_Os01g48370,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g14310,motif,merged
LOC_Os01g07120,LOC_Os10g39140,motif,merged
LOC_Os01g07120,LOC_Os10g33420,motif,merged
LOC_Os01g07120,LOC_Os03g01830,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os07g02040,motif,merged
LOC_Os01g07120,LOC_Os08g17410,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g58220,motif,merged
LOC_Os01g07120,ChrUn.fgenesh.gene.60,motif,merged
LOC_Os01g07120,LOC_Os11g09050,motif,merged
LOC_Os01g07120,LOC_Os11g26470,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g35880,motif,merged
LOC_Os01g07120,LOC_Os05g30430,motif,merged
LOC_Os01g07120,LOC_Os06g42330,motif,merged
LOC_Os01g07120,LOC_Os08g03790,motif,merged
LOC_Os01g07120,LOC_Os08g41420,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os05g28300,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os09g14690,motif,merged
LOC_Os01g07120,LOC_Os02g01850,motif,merged
LOC_Os01g07120,LOC_Os08g02540,motif,merged
LOC_Os01g07120,LOC_Os06g45540,motif,merged
LOC_Os01g07120,LOC_Os06g35910,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g06454,motif,merged
LOC_Os01g07120,LOC_Os01g18560,motif,merged
LOC_Os01g07120,LOC_Os12g05580,motif,merged
LOC_Os01g07120,LOC_Os02g46200,motif,merged
LOC_Os01g07120,LOC_Os08g03120,motif,merged
LOC_Os01g07120,LOC_Os12g30550,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os08g36700,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g55980,motif,merged
LOC_Os01g07120,LOC_Os07g10110,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g47410,motif,merged
LOC_Os01g07120,LOC_Os02g43130,motif,merged
LOC_Os01g07120,LOC_Os09g36040,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g13720,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g14640,motif,merged
LOC_Os01g07120,LOC_Os09g07110,motif,merged
LOC_Os01g07120,LOC_Os08g04170,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os05g08760,motif,merged
LOC_Os01g07120,LOC_Os10g29274,motif,merged
LOC_Os01g07120,LOC_Os01g15240,motif,merged
LOC_Os01g07120,LOC_Os07g05960,motif,merged
LOC_Os01g07120,LOC_Os12g09739,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g18920,motif,merged
LOC_Os01g07120,LOC_Os08g21650,motif,merged
LOC_Os01g07120,LOC_Os11g22120,motif,merged
LOC_Os01g07120,LOC_Os09g26230,motif,merged
LOC_Os01g07120,LOC_Os02g58170,motif,merged
LOC_Os01g07120,LOC_Os07g37390,motif,merged
LOC_Os01g07120,LOC_Os09g20700,motif,merged
LOC_Os01g07120,LOC_Os12g06650,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g17100,motif,merged
LOC_Os01g07120,LOC_Os01g04720,motif,merged
LOC_Os01g07120,LOC_Os01g72780,motif,merged
LOC_Os01g07120,LOC_Os10g08940,motif,merged
LOC_Os01g07120,LOC_Os05g32730,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os12g14720,motif,merged
LOC_Os01g07120,LOC_Os03g10420,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os11g08980,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os01g29000,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os09g21380,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g07870,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g23870,motif,merged
LOC_Os01g07120,LOC_Os03g07590,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os02g43950,FunTFBS,FunTFBS
LOC_Os01g07120,LOC_Os12g39080,motif,merged
LOC_Os01g07120,LOC_Os09g38540,motif,merged
LOC_Os01g07120,LOC_Os06g04660,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g06570,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os07g07000,motif,merged
LOC_Os01g07120,LOC_Os04g14860,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g51630,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os04g30380,motif,merged
LOC_Os01g07120,LOC_Os03g03920,motif,merged
LOC_Os01g07120,LOC_Os02g13600,motif,merged
LOC_Os01g07120,LOC_Os10g03780,motif,merged
LOC_Os01g07120,LOC_Os02g56219,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os12g40470,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os11g39310,motif,merged
LOC_Os01g07120,LOC_Os12g16310,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os08g20690,motif,merged
LOC_Os01g07120,LOC_Os03g20820,motif,merged
LOC_Os01g07120,LOC_Os02g46760,motif,merged
LOC_Os01g07120,LOC_Os01g62584,motif,merged
LOC_Os01g07120,LOC_Os03g52475,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os03g36300,"FunTFBS, motif, motif_CE",merged
LOC_Os01g07120,LOC_Os03g02980,"FunTFBS, motif",merged
LOC_Os01g07120,LOC_Os03g07970,motif,merged
LOC_Os01g07120,LOC_Os04g59030,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g65140,motif,merged
LOC_Os01g07120,LOC_Os12g07960,motif,merged
LOC_Os01g07120,LOC_Os01g34990,motif,merged
LOC_Os01g07120,LOC_Os02g18064,motif,merged
LOC_Os01g07120,ChrUn.fgenesh.gene.86,motif_CE,motif_CE
LOC_Os01g07120,LOC_Os09g31370,"motif, motif_CE",merged
LOC_Os01g07120,LOC_Os01g05220,motif,merged
LOC_Os01g07120,LOC_Os01g26950,motif,merged
